GID,NAME,LANGUAGE
1,Sluten förarhytt,sv
1,Closed cab,en
1,Open cab,fi
2,Skyddsram,sv
2,Protective frame,en
2,Umpiohjaamo,fi
3,Förlängd förarhytt,sv
3,Extended cab,en
3,Suojakehys,fi
4,Öppen förarhytt,sv
4,Open cab,en
4,Jatko-ohjaamo,fi
