GID,NAME,LANGUAGE
3,Portaaton,fi
4,Käsivalintainen/automaattinen,fi
5,Variaattori,fi
6,Muuttuvavälityksinen,fi
7,Jalkavalintainen,fi
1,Käsivalintainen,fi
2,Automaattinen,fi
X,Ei sovellettavissa,fi
Y,Muu,fi
